red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
TANNER BOSER,RODRIGO NASCIMENTO,17/09/2022,The Bulldozer,Ze Colmeia,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. Doug Crosby 29 - 28. Adalaide Byrd 28 - 29.,Heavyweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,62 of 115,36 of 86,53,41,163 of 220,91 of 149,0 of 0,3 of 7,---,42,0,1,1,0,0:58,8:01,40 of 87,32 of 81,13 of 16,4 of 5,9 of 12,0 of 0,59 of 112,30 of 80,1 of 1,4 of 4,2 of 2,2 of 2,64,88,20,11,14,0,95,83,1,11,3,5,29 28 27,28 29 30
ANTHONY HERNANDEZ,MARC-ANDRE BARRIAULT,17/09/2022,Fluffy,Powerbar,W,L,Submission,3,1:53,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Mount,Middleweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,39 of 60,25 of 53,65,47,58 of 84,34 of 62,8 of 14,0 of 0,57,---,2,0,0,0,8:45,0:25,31 of 52,16 of 44,8 of 8,9 of 9,0 of 0,0 of 0,18 of 35,15 of 42,8 of 12,10 of 11,13 of 13,0 of 0,79,64,20,36,0,0,46,60,20,40,33,0,20 20 20,18 18 18
DAMON JACKSON,PAT SABATINI,17/09/2022,The Leech,-,W,L,KO/TKO,1,1:09,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control,Featherweight Bout,perf,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,11 of 20,1 of 3,55,33,16 of 27,1 of 3,1 of 1,0 of 1,100,0,0,0,0,0,0:32,0:00,11 of 20,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,3 of 4,1 of 3,1 of 1,0 of 0,7 of 15,0 of 0,100,100,0,0,0,0,27,100,9,0,63,0,- - -,- - -
TREVIN GILES,LOUIS COSCE,17/09/2022,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Anthony Maness 27 - 30. Chris Lee 28 - 29. Junichiro Kamijo 28 - 29.,Welterweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,25 of 46,10 of 38,54,26,45 of 66,21 of 49,2 of 5,1 of 1,40,100,0,1,0,0,2:09,3:36,10 of 29,5 of 29,2 of 4,3 of 5,13 of 13,2 of 4,25 of 45,9 of 37,0 of 1,1 of 1,0 of 0,0 of 0,40,50,8,30,52,20,100,90,0,10,0,0,29 30 29,28 27 28
DENISE GOMES,LOMA LOOKBOONMEE,17/09/2022,Dee,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 27 - 30. Sal D'amato 27 - 30. Derek Cleary 28 - 29.,Women's Strawweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,19 of 34,48 of 67,55,71,45 of 66,87 of 115,0 of 6,4 of 5,0,80,3,0,2,1,5:31,7:01,13 of 25,31 of 49,2 of 3,11 of 12,4 of 6,6 of 6,13 of 25,14 of 23,6 of 9,8 of 9,0 of 0,26 of 35,68,64,10,22,21,12,68,29,31,16,0,54,27 27 28,30 30 29
TREY OGDEN,DANIEL ZELLHUBER,17/09/2022,Shamurai,Golden Boy,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 27 - 30. Junichiro Kamijo 27 - 30. Chris Lee 28 - 29.,Lightweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,71 of 168,52 of 178,42,29,72 of 169,52 of 178,1 of 9,0 of 0,11,---,0,0,0,0,0:38,0:00,22 of 109,19 of 125,7 of 13,21 of 40,42 of 46,12 of 13,71 of 168,52 of 178,0 of 0,0 of 0,0 of 0,0 of 0,30,36,9,40,59,23,100,100,0,0,0,0,30 29 30,27 28 27
MARIYA AGAPOVA,GILLIAN ROBERTSON,17/09/2022,Money Mashka,The Savage,L,W,Submission,2,2:19,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,Women's Flyweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,39 of 58,4 of 14,67,28,84 of 107,7 of 20,0 of 0,3 of 7,---,42,1,1,0,0,0:29,4:47,36 of 53,0 of 5,3 of 5,1 of 2,0 of 0,3 of 7,9 of 27,4 of 14,5 of 6,0 of 0,25 of 25,0 of 0,92,0,7,25,0,75,23,100,12,0,64,0,10 10 10,9 9 9
TONY GRAVELY,JAVID BASHARAT,17/09/2022,-,The Snow Leopard,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Anthony Maness 28 - 29. Junichiro Kamijo 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",0,0,33 of 113,80 of 149,29,53,39 of 119,106 of 177,2 of 13,2 of 4,15,50,0,0,0,0,1:43,3:13,17 of 84,50 of 113,2 of 11,24 of 30,14 of 18,6 of 6,30 of 106,69 of 134,3 of 7,6 of 10,0 of 0,5 of 5,51,62,6,30,42,7,90,86,9,7,0,6,28 28 28,29 29 29
NIKOLAS MOTTA,CAMERON VANCAMP,17/09/2022,Iron,Jumpman,W,L,KO/TKO,1,3:49,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Lightweight Bout,-,UFC Fight Night: Sandhagen vs. Song,"Las Vegas, Nevada, USA",1,0,24 of 45,15 of 40,53,37,24 of 45,15 of 40,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,22 of 41,7 of 26,1 of 3,4 of 10,1 of 1,4 of 4,15 of 35,15 of 40,0 of 0,0 of 0,9 of 10,0 of 0,91,46,4,26,4,26,62,100,0,0,37,0,- - -,- - -
NATE DIAZ,TONY FERGUSON,10/09/2022,-,El Cucuy,W,L,Submission,4,2:52,5 Rnd (5-5-5-5-5),Marc Goddard,Guillotine Choke From Bottom Guard,Welterweight Bout,perf,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,101 of 217,80 of 172,46,46,101 of 217,80 of 172,0 of 0,1 of 3,---,33,1,0,0,0,0:00,0:08,71 of 178,23 of 106,21 of 30,23 of 27,9 of 9,34 of 39,99 of 214,80 of 172,2 of 3,0 of 0,0 of 0,0 of 0,70,28,20,28,8,42,98,100,1,0,0,0,30 30 28,27 27 29
KHAMZAT CHIMAEV,KEVIN HOLLAND,10/09/2022,Borz,Trailblazer,W,L,Submission,1,2:13,5 Rnd (5-5-5-5-5),Herb Dean,D'Arce Choke On Ground,Catch Weight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,0 of 1,0 of 0,0,---,1 of 2,0 of 0,2 of 5,0 of 0,40,---,2,0,0,0,1:56,0:00,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,33,0,34,0,33,0,33,0,34,0,33,0,- - -,- - -
LI JINGLIANG,DANIEL RODRIGUEZ,10/09/2022,The Leech,D-Rod,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Ron McCarthy 29 - 28. Doug Crosby 28 - 29.,Catch Weight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,78 of 175,88 of 185,44,47,78 of 175,89 of 186,1 of 1,0 of 0,100,---,0,0,0,0,0:02,0:00,25 of 103,54 of 140,23 of 34,17 of 23,30 of 38,17 of 22,78 of 174,88 of 185,0 of 0,0 of 0,0 of 1,0 of 0,32,61,29,19,38,19,100,100,0,0,0,0,28 28 29,29 29 28
IRENE ALDANA,MACY CHIASSON,10/09/2022,-,-,W,L,KO/TKO,3,2:21,3 Rnd (5-5-5),Jason Herzog,Kick to Body From Bottom Upkick,Catch Weight Bout,perf,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",1,0,37 of 71,39 of 94,52,41,51 of 85,72 of 140,0 of 0,3 of 8,---,37,2,0,0,0,1:00,3:28,24 of 57,26 of 80,5 of 5,7 of 8,8 of 9,6 of 6,19 of 51,31 of 75,3 of 3,0 of 0,15 of 17,8 of 19,64,66,13,17,21,15,51,79,8,0,40,20,19 19 19,19 19 19
JOHNNY WALKER,ION CUTELABA,10/09/2022,-,The Hulk,W,L,Submission,1,4:37,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke,Light Heavyweight Bout,perf,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,3 of 3,3 of 5,100,60,17 of 21,17 of 23,1 of 1,1 of 1,100,100,3,0,1,0,2:10,2:02,3 of 3,2 of 4,0 of 0,0 of 0,0 of 0,1 of 1,1 of 1,2 of 2,1 of 1,0 of 1,1 of 1,1 of 2,100,66,0,0,0,33,33,66,33,0,33,33,- - -,- - -
HAKEEM DAWODU,JULIAN EROSA,10/09/2022,Mean,Juicy J,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 27 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.,Featherweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,74 of 147,92 of 188,50,48,90 of 163,152 of 257,0 of 0,2 of 6,---,33,0,0,1,0,0:12,4:22,43 of 109,60 of 149,18 of 21,28 of 32,13 of 17,4 of 7,57 of 126,59 of 149,16 of 20,24 of 30,1 of 1,9 of 9,58,65,24,30,17,4,77,64,21,26,1,9,27 27 27,30 30 30
JAILTON ALMEIDA,ANTON TURKALJ,10/09/2022,Malhadinho,The Pleasure Man,W,L,Submission,1,4:27,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,Catch Weight Bout,perf,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,17 of 24,1 of 1,70,100,23 of 31,19 of 22,3 of 3,0 of 0,100,---,2,0,0,0,4:14,0:00,17 of 22,0 of 0,0 of 1,0 of 0,0 of 1,1 of 1,0 of 3,1 of 1,0 of 0,0 of 0,17 of 21,0 of 0,100,0,0,0,0,100,0,100,0,0,100,0,- - -,- - -
DENIS TIULIULIN,JAMIE PICKETT,10/09/2022,-,The Night Wolf,W,L,KO/TKO,2,4:52,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,Middleweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",2,0,73 of 161,60 of 111,45,54,87 of 178,63 of 114,0 of 1,0 of 5,0,0,0,0,0,0,0:59,0:35,53 of 131,44 of 90,19 of 28,13 of 18,1 of 2,3 of 3,52 of 133,56 of 103,15 of 15,4 of 8,6 of 13,0 of 0,72,73,26,21,1,5,71,93,20,6,8,0,9 10 10,10 9 9
JAKE COLLIER,CHRIS BARNETT,10/09/2022,The Prototype,Beastboy,L,W,KO/TKO,2,2:24,3 Rnd (5-5-5),Mark Smith,Punches to Head From Mount,Heavyweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",1,0,51 of 98,54 of 98,52,55,57 of 107,83 of 132,1 of 2,0 of 0,50,---,1,0,0,0,1:26,1:07,40 of 85,48 of 89,10 of 12,1 of 4,1 of 1,5 of 5,28 of 70,25 of 51,13 of 16,1 of 5,10 of 12,28 of 42,78,88,19,1,1,9,54,46,25,1,19,51,10 10 10,8 8 9
NORMA DUMONT,DANYELLE WOLF,10/09/2022,The Immortal,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Doug Crosby 27 - 30. Junichiro Kamijo 27 - 30. Sal D'amato 26 - 30.,Women's Featherweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",1,0,52 of 110,20 of 95,47,21,99 of 161,44 of 120,2 of 2,0 of 0,100,---,0,0,0,0,6:41,0:00,32 of 80,12 of 80,8 of 10,7 of 13,12 of 20,1 of 2,33 of 84,18 of 92,6 of 7,2 of 2,13 of 19,0 of 1,61,60,15,35,23,5,63,90,11,10,25,0,30 30 30,27 26 27
CHAD ANHELIGER,ALATENGHEILI,10/09/2022,The Monster,The Mongolian Knight,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Chris Lee 27 - 30. Ron McCarthy 27 - 30.,Bantamweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,39 of 143,49 of 131,27,37,56 of 163,60 of 148,0 of 0,2 of 2,---,100,0,0,0,0,0:00,1:23,25 of 118,30 of 102,8 of 14,6 of 7,6 of 11,13 of 22,35 of 139,43 of 123,0 of 0,0 of 0,4 of 4,6 of 8,64,61,20,12,15,26,89,87,0,0,10,12,27 27 27,30 30 30
MELISSA MARTINEZ,ELISE REED,10/09/2022,Super Mely,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29. Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29.,Women's Strawweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,1,45 of 78,38 of 70,57,54,63 of 96,65 of 99,1 of 2,3 of 3,50,100,0,0,0,0,2:42,3:34,10 of 38,15 of 44,17 of 21,17 of 19,18 of 19,6 of 7,37 of 67,20 of 51,6 of 8,12 of 13,2 of 3,6 of 6,22,39,37,44,40,15,82,52,13,31,4,15,28 28 28,29 29 29
DARIAN WEEKS,YOHAN LAINESSE,10/09/2022,-,White Lion,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29. Ron McCarthy 29 - 28. Tony Weeks 28 - 29.,Welterweight Bout,-,UFC 279: Diaz vs. Ferguson,"Las Vegas, Nevada, USA",0,0,44 of 108,23 of 66,40,34,49 of 113,24 of 67,1 of 9,0 of 2,11,0,0,0,0,0,1:49,0:17,14 of 60,10 of 46,10 of 19,5 of 7,20 of 29,8 of 13,41 of 100,22 of 65,3 of 8,1 of 1,0 of 0,0 of 0,31,43,22,21,45,34,93,95,6,4,0,0,28 29 28,29 28 29
CIRYL GANE,TAI TUIVASA,03/09/2022,Bon Gamin,Bam Bam,W,L,KO/TKO,3,4:23,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head At Distance,Heavyweight Bout,fight,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",1,1,110 of 168,29 of 89,65,32,110 of 168,29 of 89,0 of 1,0 of 0,0,---,0,0,0,0,0:01,0:04,64 of 110,17 of 61,30 of 40,4 of 9,16 of 18,8 of 19,108 of 166,26 of 84,0 of 0,1 of 3,2 of 2,2 of 2,58,58,27,13,14,27,98,89,0,3,1,6,20 20 20,18 18 18
ROBERT WHITTAKER,MARVIN VETTORI,03/09/2022,The Reaper,The Italian Dream,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mark Collett 27 - 30. Howard Hughes 27 - 30. Clemens Werner 28 - 29.,Middleweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,74 of 166,33 of 116,44,28,74 of 166,38 of 121,1 of 1,0 of 1,100,0,0,0,0,0,0:12,0:28,49 of 138,15 of 94,6 of 9,7 of 10,19 of 19,11 of 12,72 of 163,33 of 116,0 of 0,0 of 0,2 of 3,0 of 0,66,45,8,21,25,33,97,100,0,0,2,0,30 30 29,27 27 28
NASSOURDINE IMAVOV,JOAQUIN BUCKLEY,03/09/2022,The Sniper,New Mansa,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. Mark Collett 28 - 29. Derek Cleary 27 - 30.,Middleweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,51 of 109,46 of 174,46,26,68 of 142,55 of 183,2 of 7,0 of 3,28,0,2,0,0,0,3:56,0:29,40 of 90,27 of 145,9 of 13,8 of 13,2 of 6,11 of 16,36 of 88,44 of 171,8 of 10,2 of 3,7 of 11,0 of 0,78,58,17,17,3,23,70,95,15,4,13,0,29 30 29,28 27 28
ALESSIO DI CHIRICO,ROMAN KOPYLOV,03/09/2022,Manzo,-,L,W,KO/TKO,3,1:09,3 Rnd (5-5-5),Rich Mitchell,Punches to Head At Distance,Middleweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,1,39 of 126,59 of 122,30,48,43 of 131,66 of 129,0 of 4,0 of 0,0,---,0,0,0,0,1:02,0:01,29 of 109,37 of 100,6 of 12,12 of 12,4 of 5,10 of 10,38 of 123,55 of 118,1 of 3,4 of 4,0 of 0,0 of 0,74,62,15,20,10,16,97,93,2,6,0,0,18 19 18,20 19 20
WILLIAM GOMIS,JARNO ERRENS,03/09/2022,Jaguar,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,David Lethaby 28 - 29. Clemens Werner 28 - 29. Christophe Chapuis 29 - 29.,Featherweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,32 of 70,20 of 53,45,37,69 of 121,31 of 64,3 of 5,0 of 2,60,0,0,1,0,0,8:04,0:14,14 of 43,10 of 32,10 of 18,8 of 14,8 of 9,2 of 7,27 of 62,15 of 47,2 of 3,5 of 6,3 of 5,0 of 0,43,50,31,40,25,10,84,75,6,25,9,0,29 29 29,29 28 28
CHARLES JOURDAIN,NATHANIEL WOOD,03/09/2022,Air,The Prospect,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Howard Hughes 27 - 30. Ahmed Korchi 27 - 30. Mark Collett 28 - 29.,Featherweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,86 of 203,97 of 202,42,48,115 of 232,128 of 234,1 of 2,5 of 8,50,62,0,0,0,0,0:24,4:30,56 of 165,61 of 157,29 of 36,14 of 21,1 of 2,22 of 24,55 of 166,78 of 174,30 of 36,16 of 22,1 of 1,3 of 6,65,62,33,14,1,22,63,80,34,16,1,3,28 27 27,29 30 30
ABUS MAGOMEDOV,DUSTIN STOLTZFUS,03/09/2022,-,-,W,L,KO/TKO,1,0:19,3 Rnd (5-5-5),Loic Pora,Punches to Head In Clinch,Middleweight Bout,perf,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",1,0,7 of 7,0 of 2,100,0,7 of 7,0 of 2,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,6 of 6,0 of 1,1 of 1,0 of 1,0 of 0,0 of 0,3 of 3,0 of 2,2 of 2,0 of 0,2 of 2,0 of 0,85,0,14,0,0,0,42,0,28,0,28,0,- - -,- - -
JOHN MAKDESSI,NASRAT HAQPARAST,03/09/2022,The Bull,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 27 - 30. Howard Hughes 27 - 30. Mark Collett 28 - 29.,Lightweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,1,73 of 196,64 of 173,37,36,73 of 196,72 of 181,0 of 0,2 of 3,---,66,0,0,0,0,0:00,0:35,26 of 122,41 of 139,18 of 41,19 of 29,29 of 33,4 of 5,72 of 195,60 of 168,1 of 1,4 of 5,0 of 0,0 of 0,35,64,24,29,39,6,98,93,1,6,0,0,27 28 27,30 29 30
FARES ZIAM,MICHAL FIGLAK,03/09/2022,Smile Killer,Mad Dog,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Christophe Chapuis 27 - 30. Clemens Werner 27 - 30. Howard Hughes 28 - 29.,Lightweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,60 of 108,28 of 96,55,29,111 of 162,55 of 126,3 of 7,1 of 5,42,20,0,0,1,0,6:48,1:35,34 of 81,13 of 74,13 of 14,9 of 16,13 of 13,6 of 6,45 of 78,25 of 88,2 of 3,0 of 1,13 of 27,3 of 7,56,46,21,32,21,21,75,89,3,0,21,10,30 29 30,27 28 27
BENOIT SAINT DENIS,GABRIEL MIRANDA,03/09/2022,God of War,Fly,W,L,KO/TKO,2,0:16,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,Lightweight Bout,perf,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",3,0,42 of 67,20 of 37,62,54,81 of 110,33 of 53,1 of 1,1 of 3,100,33,0,0,0,0,3:17,0:20,35 of 59,13 of 30,5 of 6,7 of 7,2 of 2,0 of 0,24 of 43,17 of 34,2 of 2,3 of 3,16 of 22,0 of 0,83,65,11,35,4,0,57,85,4,15,38,0,10 10 10,8 8 8
KHALID TAHA,CRISTIAN QUINONEZ,03/09/2022,The Warrior,Problema,L,W,KO/TKO,1,3:15,3 Rnd (5-5-5),Rich Mitchell,Punches to Head On Ground,Bantamweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,6 of 27,19 of 47,22,40,6 of 27,19 of 47,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,5 of 25,17 of 42,1 of 1,0 of 3,0 of 1,2 of 2,6 of 27,15 of 42,0 of 0,0 of 0,0 of 0,4 of 5,83,89,16,0,0,10,100,78,0,0,0,21,- - -,- - -
STEPHANIE EGGER,AILIN PEREZ,03/09/2022,-,Fiona,W,L,Submission,2,4:54,3 Rnd (5-5-5),Loic Pora,Rear Naked Choke,Women's Featherweight Bout,-,UFC Fight Night: Gane vs. Tuivasa,"Paris, Ile-de-France, France",0,0,15 of 22,16 of 34,68,47,47 of 64,41 of 61,2 of 7,1 of 3,28,33,1,0,1,0,6:59,1:33,9 of 16,7 of 20,3 of 3,9 of 12,3 of 3,0 of 2,5 of 11,8 of 25,3 of 3,6 of 6,7 of 8,2 of 3,60,43,20,56,20,0,33,50,20,37,46,12,10 10 10,9 9 9
KAMARU USMAN,LEON EDWARDS,20/08/2022,The Nigerian Nightmare,Rocky,L,W,KO/TKO,5,4:04,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance,UFC Welterweight Title Bout,belt,UFC 278: Usman vs. Edwards,"Salt Lake City, Utah, USA",0,1,83 of 135,55 of 75,61,73,189 of 247,64 of 85,5 of 12,1 of 5,41,20,0,1,0,0,10:36,2:55,61 of 109,20 of 38,17 of 21,22 of 24,5 of 5,13 of 13,46 of 85,42 of 62,15 of 22,7 of 7,22 of 28,6 of 6,73,36,20,40,6,23,55,76,18,12,26,10,39 39 39,37 37 37
PAULO COSTA,LUKE ROCKHOLD,20/08/2022,The Eraser,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 27 - 30. Mike Bell 27 - 30. Chris Lee 27 - 30.,Middleweight Bout,fight,UFC 278: Usman vs. Edwards,"Salt Lake City, Utah, USA",0,0,73 of 103,51 of 70,70,72,106 of 137,57 of 78,2 of 2,1 of 4,100,25,0,0,0,1,5:28,0:47,37 of 61,23 of 40,33 of 39,23 of 25,3 of 3,5 of 5,53 of 80,48 of 67,3 of 4,2 of 2,17 of 19,1 of 1,50,45,45,45,4,9,72,94,4,3,23,1,30 30 30,27 27 27
JOSE ALDO,MERAB DVALISHVILI,20/08/2022,-,The Machine,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29. Mike Bell 27 - 30. Chris Lee 28 - 29.,Bantamweight Bout,-,UFC 278: Usman vs. Edwards,"Salt Lake City, Utah, USA",0,0,38 of 67,57 of 147,56,38,59 of 92,135 of 230,0 of 0,0 of 16,---,0,0,0,0,0,0:00,5:06,11 of 35,20 of 102,21 of 25,10 of 14,6 of 7,27 of 31,35 of 63,43 of 132,3 of 4,14 of 15,0 of 0,0 of 0,28,35,55,17,15,47,92,75,7,24,0,0,28 27 28,29 30 29
WU YANAN,LUCIE PUDILOVA,20/08/2022,Mulan,-,L,W,KO/TKO,2,4:04,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Mount,Women's Bantamweight Bout,-,UFC 278: Usman vs. Edwards,"Salt Lake City, Utah, USA",0,0,26 of 42,39 of 81,61,48,32 of 48,51 of 96,0 of 0,2 of 3,---,66,0,1,0,0,0:04,4:53,7 of 18,29 of 65,5 of 8,5 of 7,14 of 16,5 of 9,22 of 38,14 of 50,4 of 4,4 of 4,0 of 0,21 of 27,26,74,19,12,53,12,84,35,15,10,0,53,9 9 9,10 10 10
TYSON PEDRO,HARRY HUNSUCKER,20/08/2022,-,The Hurricane,W,L,KO/TKO,1,1:05,3 Rnd (5-5-5),Mike Beltran,Kick to Body At Distance,Light Heavyweight Bout,-,UFC 278: Usman vs. Edwards,"Salt Lake City, Utah, USA",1,0,6 of 11,2 of 4,54,50,6 of 11,2 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,5 of 10,0 of 2,1 of 1,0 of 0,0 of 0,2 of 2,4 of 7,2 of 4,0 of 0,0 of 0,2 of 4,0 of 0,83,0,16,0,0,100,66,100,0,0,33,0,- - -,- - -
MARCIN TYBURA,ALEXANDR ROMANOV,20/08/2022,Tybur,King Kong,W,L,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29. Mike Bell 28 - 29. Derek Cleary 28 - 28.,Heavyweight Bout,-,UFC 278: Usman vs. Edwards,"Salt Lake City, Utah, USA",0,0,47 of 98,40 of 88,47,45,82 of 135,95 of 160,0 of 0,2 of 6,---,33,0,0,0,1,1:48,5:02,30 of 74,24 of 65,10 of 17,7 of 12,7 of 7,9 of 11,43 of 92,21 of 65,2 of 4,9 of 12,2 of 2,10 of 11,63,60,21,17,14,22,91,52,4,22,4,25,29 28 29,28 28 28
